PD,LGD,EAD,DF,Stage,ECL_base,ECL_Optimistic,ECL_Base,ECL_Pessimistic,ECL_weighted,actual_default
0.1636,0.45,62292.0,0.9524,2,4368.4153,9173.6721,13105.2459,19657.8688,13760.5082,0
0.1046,0.45,34440.0,0.9524,2,1544.546,3243.5467,4633.6381,6950.4572,4865.3201,0
0.2245,0.45,84000.0,0.9524,2,8083.0307,16974.3645,24249.0921,36373.6382,25461.5467,0
0.1708,0.45,180000.0,0.9524,2,13173.8222,27665.0266,39521.4666,59282.1999,41497.5399,0
0.1776,0.45,18748.8,0.9524,2,1427.2857,2997.2999,4281.857,6422.7855,4495.9498,0
0.2504,0.45,98004.0,0.9524,2,10515.5743,22082.706,31546.7229,47320.0844,33124.0591,0
0.6244,0.45,64800.0,0.9524,3,17341.263,36416.6523,52023.789,78035.6835,54624.9784,1
0.2771,0.45,72000.0,0.9524,3,8551.6104,17958.3819,25654.8313,38482.247,26937.5729,1
0.6072,0.45,4000.0,0.9524,3,1040.8474,2185.7796,3122.5422,4683.8134,3278.6693,1
0.2063,0.45,156000.0,0.9524,2,13789.6658,28958.2983,41368.9975,62053.4963,43437.4474,0
0.1508,0.45,205887.24,0.9524,2,13306.8632,27944.4127,39920.5895,59880.8843,41916.619,0
0.6617,0.45,28752.0,0.9524,3,8153.4075,17122.1557,24460.2224,36690.3336,25683.2335,0
0.6617,0.45,34548.0,0.9524,3,9797.3806,20574.4992,29392.1417,44088.2125,30861.7488,0
0.2275,0.45,40512.0,0.9524,2,3949.8156,8294.6128,11849.4469,17774.1703,12441.9192,0
0.3135,0.45,21744.0,0.9524,2,2921.1275,6134.3678,8763.3826,13145.0739,9201.5517,0
0.1842,0.45,64800.0,0.9524,2,5115.4727,10742.4926,15346.418,23019.6271,16113.7389,0
0.1209,0.45,64800.0,0.9524,2,3358.3616,7052.5595,10075.0849,15112.6274,10578.8392,0
0.1333,0.45,64800.0,0.9524,2,3703.0724,7776.4521,11109.2172,16663.8259,11664.6781,0
0.2495,0.45,96000.0,0.9524,2,10266.4585,21559.5629,30799.3756,46199.0634,32339.3444,0
0.5495,0.45,24848.0,0.9524,3,5852.0343,12289.2721,17556.1029,26334.1544,18433.9081,0
0.6504,0.45,33066.0,0.9524,3,9217.0035,19355.7074,27651.0106,41476.5159,29033.5612,0
0.6707,0.45,90000.0,0.9524,3,25868.7869,54324.4525,77606.3607,115714.2857,81312.8649,1
0.1827,0.45,64800.0,0.9524,2,5072.9878,10653.2744,15218.9634,22828.4451,15979.9116,0
0.6315,0.45,54000.0,0.9524,3,14615.216,30691.9535,43845.6479,65768.4718,46037.9303,0
0.1734,0.45,20480.0,0.9524,2,1522.1943,3196.608,4566.5829,6849.8743,4794.912,0
0.4234,0.45,45000.0,0.9524,2,8166.5244,17149.7012,24499.5731,36749.3597,25724.5518,0
0.1734,0.45,54996.0,0.9524,2,4086.6218,8581.9058,12259.8654,18389.798,12872.8586,0
0.9094,0.45,27900.0,0.9524,3,10873.3807,22834.0994,32620.142,35871.4286,30986.453,0
0.2529,0.45,199992.0,0.9524,2,21675.6581,45518.882,65026.9743,97540.4614,68278.323,0
0.5494,0.45,0.0,0.9524,3,0.0,0.0,0.0,0.0,0.0,0
0.6167,0.45,24800.0,0.9524,3,6554.6387,13764.7412,19663.916,29495.874,20647.1118,0
0.3642,0.45,71412.0,0.9524,2,11147.0543,23408.8141,33441.163,50161.7445,35113.2211,0
0.9441,0.45,13440.0,0.9524,3,5437.8327,11419.4486,16313.498,17280.0,15331.6111,1
0.3468,0.45,64800.0,0.9524,2,9631.771,20226.719,28895.3129,43342.9694,30340.0786,0
0.1942,0.45,19200.0,0.9524,2,1598.2966,3356.4228,4794.8897,7192.3346,5034.6342,0
0.4011,0.45,21758.4,0.9524,2,3740.6576,7855.3809,11221.9727,16832.9591,11783.0714,0
0.2895,0.45,3996.0,0.9524,2,495.7775,1041.1326,1487.3324,2230.9985,1561.699,0
0.2353,0.45,33696.0,0.9524,2,3397.6976,7135.1649,10193.0927,15289.6391,10702.7474,0
0.6991,0.45,1200.0,0.9524,3,359.5204,754.9928,1078.5611,1542.8571,1113.7431,0
0.1035,0.45,43200.0,0.9524,2,1915.7851,4023.1488,5747.3554,8621.0331,6034.7232,0
0.5183,0.45,29313.0,0.9524,3,6510.9261,13672.9449,19532.7784,29299.1675,20509.4173,0
0.6762,0.45,9000.0,0.9524,3,2608.1733,5477.1639,7824.5198,11571.4286,8174.408,0
0.6644,0.45,28800.0,0.9524,3,8200.6833,17221.435,24602.0499,36903.0749,25832.1524,0
0.1413,0.45,64800.0,0.9524,2,3924.4742,8241.3959,11773.4227,17660.1341,12362.0939,0
0.4104,0.45,7200.0,0.9524,2,1266.3977,2659.4352,3799.1931,5698.7897,3989.1528,0
0.3226,0.45,12800.0,0.9524,2,1769.863,3716.7122,5309.5889,7964.3834,5575.0684,0
0.3614,0.45,205887.24,0.9524,2,31889.3784,66967.6947,95668.1353,143502.2029,100451.5421,0
0.1017,0.45,64800.0,0.9524,2,2824.1914,5930.8018,8472.5741,12708.8611,8896.2028,0
0.1548,0.45,92400.0,0.9524,2,6131.6183,12876.3985,18394.855,27592.2825,19314.5978,0
0.5389,0.45,99558.0,0.9524,3,22994.3874,48288.2136,68983.1623,103474.7435,72432.3204,0
0.1991,0.45,64800.0,0.9524,2,5528.8827,11610.6536,16586.648,24879.972,17415.9804,0
0.2517,0.45,53940.0,0.9524,2,5819.2212,12220.3645,17457.6636,26186.4954,18330.5468,0
0.1841,0.45,147000.0,0.9524,2,11595.2441,24350.0127,34785.7324,52178.5986,36525.019,0
0.1043,0.45,64800.0,0.9524,2,2896.4668,6082.5802,8689.4003,13034.1005,9123.8703,0
0.7409,0.45,22350.0,0.9524,3,7097.0155,14903.7327,21291.0466,28735.7143,21555.3851,0
0.4906,0.45,27000.0,0.9524,2,5677.1677,11922.0521,17031.503,25547.2545,17883.0782,0
0.399,0.45,37356.0,0.9524,2,6388.3656,13415.5679,19165.0969,28747.6454,20123.3518,0
0.2745,0.45,116976.0,0.9524,2,13760.802,28897.6841,41282.4059,61923.6089,43346.5262,0
0.6958,0.45,22512.0,0.9524,3,6713.4063,14098.1532,20140.2188,28944.0,20830.6477,0
0.145,0.45,72000.0,0.9524,2,4474.5597,9396.5754,13423.6792,20135.5188,14094.8632,0
0.4061,0.45,6.0,0.9524,2,1.0442,2.1928,3.1326,4.6989,3.2892,0
0.1733,0.45,10800.0,0.9524,2,802.305,1684.8406,2406.9151,3610.3727,2527.2609,0
0.687,0.45,100800.0,0.9524,3,29677.4188,62322.5795,89032.2564,129600.0,92496.7731,0
0.2793,0.45,33600.0,0.9524,2,4022.1511,8446.5173,12066.4532,18099.6798,12669.7759,0
0.1501,0.45,132996.0,0.9524,2,8556.5131,17968.6776,25669.5394,38504.3091,26953.0163,0
0.1993,0.45,64800.0,0.9524,2,5535.8956,11625.3808,16607.6869,24911.5304,17438.0712,0
0.515,0.45,20280.0,0.9524,3,4476.024,9399.6505,13428.0721,20142.1081,14099.4757,0
0.2389,0.45,20480.0,0.9524,2,2096.8661,4403.4187,6290.5982,9435.8972,6605.1281,0
0.2288,0.45,85296.0,0.9524,2,8362.2804,17560.7887,25086.8411,37630.2616,26341.1831,0
0.7279,0.45,139992.0,0.9524,3,43669.9339,91706.8611,131009.8016,179989.7143,133429.0446,0
0.2143,0.45,72000.0,0.9524,2,6611.2823,13883.6927,19833.8468,29750.7702,20825.5391,0
0.2028,0.45,22800.0,0.9524,2,1982.0458,4162.2962,5946.1375,8919.2062,6243.4443,0
0.1707,0.45,205884.0,0.9524,2,15059.6981,31625.366,45179.0943,67768.6414,47438.049,0
0.2415,0.45,39996.0,0.9524,2,4139.0995,8692.109,12417.2986,18625.9479,13038.1635,0
0.1204,0.45,86832.0,0.9524,2,4480.2348,9408.493,13440.7044,20161.0565,14112.7396,0
0.198,0.45,120000.0,0.9524,2,10182.2091,21382.6392,30546.6274,45819.9411,32073.9588,0
0.1603,0.45,41400.0,0.9524,2,2844.7329,5973.9391,8534.1987,12801.2981,8960.9087,0
0.1105,0.45,205887.24,0.9524,2,9754.2421,20483.9084,29262.7263,43894.0894,30725.8626,0
0.3364,0.45,60684.0,0.9524,2,8749.1315,18373.1761,26247.3944,39371.0917,27559.7642,0
0.2033,0.45,10749.0,0.9524,2,936.5476,1966.7501,2809.6429,4214.4644,2950.1251,0
0.7333,0.45,72000.0,0.9524,3,22628.0816,47518.9714,67884.2449,92571.4286,68964.7225,1
0.9583,0.45,64800.0,0.9524,3,26614.5787,55890.6152,79843.7361,83314.2857,74723.0933,0
0.6893,0.45,20376.0,0.9524,3,6019.7794,12641.5367,18059.3382,26197.7143,18739.4818,0
0.2325,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.2547,0.45,28500.0,0.9524,2,3111.3018,6533.7338,9333.9054,14000.8581,9800.6007,0
0.5372,0.45,16800.0,0.9524,3,3867.8319,8122.4469,11603.4956,17405.2434,12183.6704,0
0.207,0.45,30000.0,0.9524,3,2660.8349,5587.7532,7982.5046,11973.7569,8381.6298,1
0.1824,0.45,96000.0,0.9524,2,7504.0138,15758.429,22512.0415,33768.0622,23637.6435,0
0.1822,0.45,4200.0,0.9524,2,327.9147,688.6209,983.7441,1475.6162,1032.9313,0
0.2595,0.45,64800.0,0.9524,3,7206.1693,15132.9556,21618.508,32427.762,22699.4334,1
0.4614,0.45,96744.0,0.9524,2,19129.5062,40171.9629,57388.5185,86082.7777,60257.9444,0
0.7777,0.45,15000.0,0.9524,3,4999.4629,10498.8722,14998.3888,19285.7143,14945.341,0
0.5248,0.45,34110.0,0.9524,3,7672.3239,16111.8803,23016.9718,34525.4577,24167.8204,0
0.1916,0.45,78000.0,0.9524,2,6406.0643,13452.735,19218.1928,28827.2892,20179.1024,0
0.244,0.45,50004.0,0.9524,2,5229.9451,10982.8848,15689.8354,23534.7531,16474.3271,0
0.2465,0.45,68400.0,0.9524,2,7225.8865,15174.3617,21677.6595,32516.4893,22761.5425,0
0.4101,0.45,49992.0,0.9524,2,8786.9435,18452.5814,26360.8305,39541.2458,27678.8721,0
0.4902,0.45,28500.0,0.9524,2,5987.151,12573.0172,17961.4531,26942.1797,18859.5258,0
0.2257,0.45,42000.0,0.9524,2,4063.3472,8533.029,12190.0415,18285.0622,12799.5436,0
0.9814,0.45,10000.0,0.9524,3,4206.0221,8832.6465,12618.0664,12857.1429,11731.4806,1
0.4573,0.45,15000.0,0.9524,2,2939.9723,6173.9417,8819.9168,13229.8752,9260.9126,0
0.6153,0.45,64548.0,0.9524,3,17022.3888,35747.0165,51067.1664,76600.7496,53620.5247,1
0.2467,0.45,118800.0,0.9524,2,12563.0195,26382.3409,37689.0584,56533.5877,39573.5114,0
0.3393,0.45,39636.0,0.9524,2,5763.386,12103.1107,17290.1581,25935.2371,18154.666,0
0.4394,0.45,41400.0,0.9524,2,7795.6526,16370.8704,23386.9578,35080.4366,24556.3056,0
0.2487,0.45,27200.0,0.9524,2,2899.0533,6088.0119,8697.1598,13045.7397,9132.0178,0
0.1807,0.45,18964.0,0.9524,2,1468.3298,3083.4927,4404.9895,6607.4843,4625.239,0
0.5794,0.45,92400.0,0.9524,3,22944.5953,48183.6502,68833.786,103250.679,72275.4753,0
0.8098,0.45,7200.0,0.9524,3,2498.878,5247.6438,7496.6339,9257.1429,7374.5136,1
0.1308,0.45,84996.0,0.9524,2,4764.8245,10006.1314,14294.4734,21441.7101,15009.197,0
0.0985,0.45,64800.0,0.9524,1,2735.5621,1914.8934,2735.5621,4103.3431,2872.3402,0
0.3693,0.45,60000.0,0.9524,2,9496.8252,19943.3329,28490.4756,42735.7134,29914.9994,0
0.2605,0.45,58800.0,0.9524,2,6563.7244,13783.8213,19691.1732,29536.7599,20675.7319,0
0.6194,0.45,69996.0,0.9524,3,18582.3993,39023.0386,55747.198,83620.797,58534.5579,0
0.2536,0.45,64800.0,0.9524,2,7043.8973,14792.1842,21131.6918,31697.5376,22188.2763,0
0.2947,0.45,64800.0,0.9524,2,8183.8886,17186.166,24551.6658,36827.4986,25779.249,0
0.1755,0.45,104400.0,0.9524,2,7854.3806,16494.1992,23563.1417,35344.7125,24741.2987,0
0.3077,0.45,6560.0,0.9524,2,864.9831,1816.4645,2594.9494,3892.424,2724.6968,0
0.4275,0.45,34200.0,0.9524,3,6265.3568,13157.2493,18796.0704,28194.1056,19735.8739,1
0.4981,0.45,45012.0,0.9524,2,9608.0534,20176.912,28824.1601,43236.2401,30265.3681,0
0.1459,0.45,58992.0,0.9524,2,3688.3731,7745.5836,11065.1194,16597.6792,11618.3754,0
0.401,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.9425,0.45,63192.0,0.9524,3,25524.0361,53600.4758,76572.1082,81246.8571,71997.8873,0
0.0773,0.45,64800.0,0.9524,1,2146.6035,1502.6224,2146.6035,3219.9052,2253.9336,0
0.0979,0.45,64800.0,0.9524,1,2717.9789,1902.5852,2717.9789,4076.9683,2853.8778,0
0.5928,0.45,11824.0,0.9524,3,3004.0767,6308.561,9012.23,13518.345,9462.8415,0
0.3023,0.45,20736.0,0.9524,2,2686.1829,5640.9841,8058.5487,12087.823,8461.4761,0
0.3843,0.45,13460.0,0.9524,2,2216.9151,4655.5217,6650.7453,9976.1179,6983.2825,0
0.1516,0.45,76800.0,0.9524,2,4988.5794,10476.0168,14965.7383,22448.6074,15714.0252,0
0.1757,0.45,93000.0,0.9524,2,7004.7726,14710.0226,21014.3179,31521.4769,22065.0338,0
0.5193,0.45,71334.0,0.9524,3,15876.2671,33340.1608,47628.8012,71443.2018,50010.2412,0
0.344,0.45,44064.0,0.9524,2,6495.5509,13640.6568,19486.6526,29229.9788,20460.9852,0
0.382,0.45,24000.0,0.9524,2,3929.1993,8251.3185,11787.5978,17681.3968,12376.9777,0
0.4603,0.45,54000.0,0.9524,2,10652.4942,22370.2378,31957.4826,47936.2239,33555.3567,0
0.3489,0.45,65142.0,0.9524,2,9740.2898,20454.6087,29220.8695,43831.3043,30681.913,0
1.0,0.45,64800.0,0.9524,3,27771.4286,58320.0,83314.2857,83314.2857,77065.7143,1
0.2476,0.45,48000.0,0.9524,2,5094.2579,10697.9415,15282.7736,22924.1604,16046.9123,0
0.7193,0.45,88386.0,0.9524,3,27248.1438,57221.102,81744.4314,113639.1429,83587.2769,0
0.1222,0.45,64800.0,0.9524,2,3393.0844,7125.4773,10179.2533,15268.88,10688.216,0
0.145,0.45,100680.0,0.9524,2,6258.514,13142.8795,18775.5421,28163.3131,19714.3192,0
0.4336,0.45,42600.0,0.9524,2,7916.3576,16624.351,23749.0728,35623.6093,24936.5265,0
0.2917,0.45,64800.0,0.9524,2,8101.3271,17012.7869,24303.9813,36455.972,25519.1804,0
0.2783,0.45,116400.0,0.9524,2,13882.8075,29153.8958,41648.4225,62472.6338,43730.8436,0
0.2401,0.45,21183.0,0.9524,2,2179.8352,4577.6539,6539.5056,9809.2583,6866.4808,0
0.5351,0.45,28000.0,0.9524,3,6421.004,13484.1085,19263.0121,28894.5181,20226.1627,0
0.9054,0.45,32400.0,0.9524,3,12572.756,26402.7876,37718.268,41657.1429,35874.1166,1
0.5144,0.45,32400.0,0.9524,3,7142.4535,14999.1523,21427.3604,32141.0406,22498.7284,0
0.614,0.45,36000.0,0.9524,3,9472.9989,19893.2977,28418.9967,42628.495,29839.9465,0
0.4112,0.45,114000.0,0.9524,2,20092.2103,42193.6416,60276.6309,90414.9463,63290.4624,0
0.5159,0.45,94500.0,0.9524,3,20895.9483,43881.4914,62687.8449,94031.7673,65822.2371,0
0.1977,0.45,17760.0,0.9524,2,1504.4039,3159.2482,4513.2117,6769.8175,4738.8723,0
0.5264,0.45,106200.0,0.9524,3,23960.9222,50317.9367,71882.7667,107824.1501,75476.9051,0
0.0719,0.45,205887.24,0.9524,1,6346.549,4442.5843,6346.549,9519.8235,6663.8765,0
0.6536,0.45,23480.0,0.9524,3,6577.2659,13812.2584,19731.7978,29597.6966,20718.3876,0
0.3738,0.45,48468.0,0.9524,2,7765.5867,16307.732,23296.76,34945.14,24461.598,0
0.3659,0.45,132048.0,0.9524,2,20707.1108,43484.9328,62121.3325,93181.9988,65227.3992,0
0.2163,0.45,30000.0,0.9524,2,2781.464,5841.0744,8344.392,12516.588,8761.6116,0
0.2951,0.45,40800.0,0.9524,2,5159.206,10834.3325,15477.6179,23216.4268,16251.4988,0
0.4347,0.45,44548.0,0.9524,2,8298.3403,17426.5146,24895.0209,37342.5313,26139.7719,0
0.1051,0.45,77004.0,0.9524,2,3467.544,7281.8424,10402.632,15603.9479,10922.7636,0
0.1847,0.45,72000.0,0.9524,2,5700.8246,11971.7318,17102.4739,25653.7109,17957.5976,0
0.1938,0.45,64800.0,0.9524,2,5382.905,11304.1005,16148.715,24223.0725,16956.1508,0
0.2363,0.45,30000.0,0.9524,2,3037.757,6379.2898,9113.2711,13669.9066,9568.9346,0
0.5477,0.45,126000.0,0.9524,3,29575.508,62108.5669,88726.5241,133089.7862,93162.8503,0
0.5564,0.45,78096.0,0.9524,3,18622.0347,39106.2728,55866.104,83799.156,58659.4092,0
0.1311,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.4066,0.45,64800.0,0.9524,2,11293.0231,23715.3485,33879.0692,50818.6038,35573.0227,0
0.2837,0.45,16000.0,0.9524,2,1945.3049,4085.1403,5835.9147,8753.8721,6127.7104,0
0.2712,0.45,98400.0,0.9524,2,11436.2778,24016.1833,34308.8333,51463.2499,36024.2749,0
0.6124,0.45,22782.0,0.9524,3,5979.6651,12557.2968,17938.9954,26908.4931,18835.9452,0
0.1903,0.45,12000.0,0.9524,2,978.7686,2055.414,2936.3058,4404.4586,3083.1211,0
0.3377,0.45,34800.0,0.9524,2,5036.5355,10576.7245,15109.6065,22664.4097,15865.0868,0
0.697,0.45,30000.0,0.9524,3,8961.1705,18818.458,26883.5114,38571.4286,27789.2274,0
0.5973,0.45,30372.0,0.9524,3,7774.6699,16326.8067,23324.0096,34986.0145,24490.2101,0
0.9164,0.45,22800.0,0.9524,3,8954.54,18804.5339,26863.6199,29314.2857,25461.5148,0
0.7753,0.45,157992.0,0.9524,3,52497.8319,110245.447,157493.4958,203132.5714,157091.2525,0
0.1163,0.45,48000.0,0.9524,2,2393.3045,5025.9394,7179.9135,10769.8702,7538.9091,0
0.1171,0.45,64800.0,0.9524,2,3251.6553,6828.4762,9754.966,14632.449,10242.7143,0
0.2178,0.45,96000.0,0.9524,2,8959.977,18815.9517,26879.931,40319.8965,28223.9276,0
0.1866,0.45,27996.0,0.9524,2,2239.3384,4702.6106,6718.0151,10077.0227,7053.9159,0
0.564,0.45,64800.0,0.9524,3,15663.2876,32892.9039,46989.8628,70484.7941,49339.3559,0
0.7298,0.45,60492.0,0.9524,3,18920.568,39733.1927,56761.7039,77775.4286,57758.0073,1
0.1173,0.45,64800.0,0.9524,2,3257.3225,6840.3773,9771.9675,14657.9513,10260.5659,0
0.6787,0.45,26400.0,0.9524,3,7678.5969,16125.0534,23035.7906,33942.8571,24034.873,0
0.118,0.45,64800.0,0.9524,2,3275.6699,6878.9068,9827.0097,14740.5145,10318.3602,0
0.2202,0.45,60000.0,0.9524,2,5662.1362,11890.486,16986.4086,25479.6129,17835.7291,0
0.9096,0.45,13704.0,0.9524,3,5342.1938,11218.6069,16026.5813,17619.4286,15222.7995,0
0.1113,0.45,61188.0,0.9524,2,2919.883,6131.7544,8759.6491,13139.4736,9197.6315,0
0.3611,0.45,27600.0,0.9524,2,4271.299,8969.7279,12813.897,19220.8455,13454.5919,0
0.1349,0.45,91956.0,0.9524,2,5317.0999,11165.9097,15951.2996,23926.9494,16748.8646,0
0.1544,0.45,69996.0,0.9524,2,4632.1898,9727.5986,13896.5694,20844.8541,14591.3978,0
0.912,0.45,81000.0,0.9524,3,31657.9794,66481.7566,94973.9381,104142.8571,90143.1225,0
0.2345,0.45,64800.0,0.9524,2,6511.2257,13673.5739,19533.6771,29300.5156,20510.3609,0
0.1446,0.45,44340.0,0.9524,2,2747.9691,5770.7351,8243.9074,12365.861,8656.1027,0
0.4219,0.45,49016.0,0.9524,2,8862.5393,18611.3326,26587.618,39881.427,27916.9989,0
0.2777,0.45,27000.0,0.9524,2,3213.6896,6748.7482,9641.0688,14461.6032,10123.1223,0
0.7975,0.45,19872.0,0.9524,3,6791.7926,14262.7645,20375.3778,25549.7143,20140.8086,1
0.0994,0.45,64800.0,0.9524,1,2760.3058,1932.214,2760.3058,4140.4586,2898.3211,0
0.339,0.45,15972.0,0.9524,2,2320.6726,4873.4125,6962.0178,10443.0267,7310.1187,0
0.2325,0.45,70020.0,0.9524,2,6976.7547,14651.185,20930.2642,31395.3964,21976.7774,0
0.3247,0.45,64800.0,0.9524,2,9017.6297,18937.0224,27052.8891,40579.3337,28405.5336,0
0.4233,0.45,32400.0,0.9524,2,5878.0962,12344.0021,17634.2887,26451.4331,18516.0031,0
0.1898,0.45,48000.0,0.9524,2,3905.3578,8201.2515,11716.0735,17574.1103,12301.8772,0
0.253,0.45,34062.0,0.9524,2,3693.6725,7756.7123,11081.0176,16621.5264,11635.0684,0
0.1315,0.45,20700.0,0.9524,2,1166.979,2450.6559,3500.937,5251.4055,3675.9839,0
0.2212,0.45,30000.0,0.9524,2,2843.7749,5971.9273,8531.3247,12796.987,8957.8909,0
0.1757,0.45,64800.0,0.9524,2,4878.8227,10245.5278,14636.4682,21954.7024,15368.2916,0
0.2523,0.45,15000.0,0.9524,2,1621.774,3405.7255,4865.3221,7297.9831,5108.5882,0
0.2566,0.45,16200.0,0.9524,2,1781.8445,3741.8734,5345.5335,8018.3002,5612.8101,0
0.4565,0.45,12000.0,0.9524,2,2347.6345,4930.0325,7042.9036,10564.3554,7395.0487,0
0.1276,0.45,54000.0,0.9524,2,2953.4584,6202.2627,8860.3753,13290.563,9303.3941,0
0.4308,0.45,20000.0,0.9524,2,3692.5454,7754.3453,11077.6362,16616.4543,11631.518,0
0.1476,0.45,64800.0,0.9524,2,4097.9039,8605.5982,12293.7117,18440.5675,12908.3973,0
0.8394,0.45,25200.0,0.9524,3,9065.798,19038.1758,27197.3941,32400.0,26458.241,0
0.2334,0.45,94284.0,0.9524,2,9431.184,19805.4863,28293.5519,42440.3279,29708.2295,0
0.3415,0.45,73608.0,0.9524,2,10772.1074,22621.4256,32316.3223,48474.4835,33932.1384,0
0.8784,0.45,69996.0,0.9524,3,26351.1112,55337.3335,79053.3336,89994.8571,75859.7145,1
0.7496,0.45,6720.0,0.9524,3,2158.8452,4533.5748,6476.5355,8640.0,6531.6614,0
0.6193,0.45,23076.0,0.9524,3,6124.3384,12861.1107,18373.0152,27559.5228,19291.666,1
0.0956,0.45,18816.0,0.9524,1,770.9494,539.6645,770.9494,1156.424,809.4968,0
0.4895,0.45,48000.0,0.9524,2,10070.2195,21147.4609,30210.6585,45315.9877,31721.1914,0
0.1705,0.45,14700.0,0.9524,2,1073.8746,2255.1367,3221.6238,4832.4357,3382.705,0
0.2967,0.45,77628.0,0.9524,2,9870.8134,20728.7081,29612.4402,44418.6603,31093.0622,0
0.2192,0.45,25500.0,0.9524,2,2395.8667,5031.3202,7187.6002,10781.4003,7546.9802,0
0.4491,0.45,64800.0,0.9524,2,12471.9699,26191.1367,37415.9096,56123.8644,39286.7051,0
0.1722,0.45,103200.0,0.9524,2,7615.3704,15992.2779,22846.1113,34269.1669,23988.4169,0
0.1091,0.45,64800.0,0.9524,2,3028.6301,6360.1233,9085.8904,13628.8356,9540.1849,0
0.2528,0.45,74700.0,0.9524,2,8094.6959,16998.8613,24284.0876,36426.1314,25498.292,0
0.2398,0.45,16000.0,0.9524,2,1644.4434,3453.3312,4933.3303,7399.9954,5179.9968,0
0.1268,0.45,23332.0,0.9524,2,1267.8494,2662.4838,3803.5483,5705.3224,3993.7257,0
0.7912,0.45,21600.0,0.9524,3,7324.595,15381.6495,21973.785,27771.4286,21775.162,0
0.6067,0.45,51828.0,0.9524,3,13475.2953,28298.1201,40425.8858,60638.8287,42447.1801,0
0.1475,0.45,36000.0,0.9524,2,2275.095,4777.6994,6825.2849,10237.9273,7166.5491,0
0.8618,0.45,64800.0,0.9524,3,23932.0745,50257.3564,71796.2235,83314.2857,69291.0223,0
0.7634,0.45,105600.0,0.9524,3,34547.2993,72549.3286,103641.898,135771.4286,103901.1383,0
0.6732,0.45,20868.0,0.9524,3,6020.9006,12643.8914,18062.7019,26830.2857,18899.8952,0
0.4065,0.45,27096.0,0.9524,2,4720.8687,9913.8243,14162.6061,21243.9092,14870.7364,0
0.3252,0.45,87000.0,0.9524,2,12125.7994,25464.1788,36377.3983,54566.0974,38196.2682,0
0.2482,0.45,64800.0,0.9524,2,6893.837,14477.0576,20681.5109,31022.2663,21715.5864,0
0.3223,0.45,71880.0,0.9524,2,9929.2283,20851.3795,29787.685,44681.5275,31277.0692,0
0.2277,0.45,21996.0,0.9524,2,2146.0327,4506.6686,6438.098,9657.147,6760.0029,0
0.335,0.45,21600.0,0.9524,2,3101.5983,6513.3563,9304.7948,13957.1921,9770.0345,0
0.2586,0.45,75240.0,0.9524,2,8338.1266,17510.0658,25014.3797,37521.5696,26265.0987,0
0.2862,0.45,42000.0,0.9524,2,5152.3111,10819.8533,15456.9333,23185.4,16229.78,0
0.1046,0.45,64800.0,0.9524,2,2903.7243,6097.821,8711.1728,13066.7592,9146.7314,0
0.155,0.45,64800.0,0.9524,2,4304.6801,9039.8282,12914.0402,19371.0603,13559.7422,0
0.1278,0.45,64800.0,0.9524,2,3548.2989,7451.4278,10644.8968,15967.3452,11177.1416,0
0.28,0.45,46740.0,0.9524,2,5609.1968,11779.3133,16827.5904,25241.3856,17668.97,0
0.6344,0.45,20000.0,0.9524,3,5437.4229,11418.5882,16312.2688,24468.4032,17127.8823,0
0.4534,0.45,22400.0,0.9524,2,4352.2311,9139.6853,13056.6933,19585.04,13709.528,0
0.1911,0.45,64800.0,0.9524,2,5306.885,11144.4585,15920.6551,23880.9826,16716.6878,0
0.6235,0.45,44400.0,0.9524,3,11864.4651,24915.3767,35593.3953,53390.0929,37373.065,0
0.2652,0.45,64800.0,0.9524,2,7364.9305,15466.354,22094.7915,33142.1872,23199.531,0
0.4982,0.45,64800.0,0.9524,2,13836.6616,29056.9894,41509.9849,62264.9773,43585.4841,0
0.2055,0.45,25620.0,0.9524,2,2256.7977,4739.2751,6770.393,10155.5896,7108.9127,0
0.1684,0.45,34392.0,0.9524,2,2481.7619,5211.7,7445.2857,11167.9286,7817.55,0
0.666,0.45,17400.0,0.9524,3,4966.6701,10430.0071,14900.0102,22350.0153,15645.0107,1
0.325,0.45,35000.0,0.9524,2,4875.4696,10238.4862,14626.4088,21939.6132,15357.7293,0
0.3841,0.45,30438.0,0.9524,2,5009.966,10520.9285,15029.8979,22544.8468,15781.3928,0
0.1274,0.45,64800.0,0.9524,2,3538.5741,7431.0056,10615.7224,15923.5835,11146.5085,0
0.2309,0.45,46902.0,0.9524,2,4640.6207,9745.3035,13921.8622,20882.7932,14617.9553,0
0.322,0.45,69996.0,0.9524,2,9659.5249,20285.0022,28978.5746,43467.8618,30427.5033,0
0.195,0.45,126000.0,0.9524,2,10530.2006,22113.4212,31590.6017,47385.9025,33170.1318,0
0.108,0.45,64800.0,0.9524,2,3000.0573,6300.1203,9000.1719,13500.2578,9450.1804,0
0.1338,0.45,62304.0,0.9524,2,3572.4682,7502.1832,10717.4046,16076.1069,11253.2748,0
0.1035,0.45,96000.0,0.9524,2,4259.411,8944.7631,12778.2331,19167.3496,13417.1447,0
0.2234,0.45,64800.0,0.9524,2,6204.3021,13029.0344,18612.9063,27919.3594,19543.5516,0
